Gene,Annotation,Present_ST354,Absent_ST354,Present_Other,Absent_Other,Sensitivity,Specificity,Odds_Ratio,P_Value,Is_Priority_Candidate,Rank,FDR_Q_Value
group_2649,IS21 family transposase ISPpu7,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4049,1.0
group_496,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4050,1.0
group_529,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4051,1.0
group_3263,hypothetical protein,10,18,2,1,0.35714285714285715,0.3333333333333333,0.2777777777777778,0.5434927697441603,No,4052,1.0
group_3153,hypothetical protein,10,18,2,1,0.35714285714285715,0.3333333333333333,0.2777777777777778,0.5434927697441603,No,4053,1.0
group_3670,hypothetical protein,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4054,1.0
hpf_2_hpf_1,Putative metal ABC transporter substrate-binding protein Hpf,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4055,1.0
group_575,Manganese transport system ATP-binding protein MntB,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4056,1.0
mntB_2,Manganese transport system membrane protein MntB,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4057,1.0
group_434,IS5 family transposase ISKpn26,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4058,1.0
group_3475,hypothetical protein,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4059,1.0
group_3442,hypothetical protein,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4060,1.0
group_3240,hypothetical protein,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4061,1.0
group_3029,IS66 family transposase ISEc23;IS66 family transposase ISEc47,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4062,1.0
intS_3_intS_1,Prophage integrase IntS,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4063,1.0
group_2736,hypothetical protein,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4064,1.0
group_2809,hypothetical protein,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4065,1.0
mntB_3_mntB_1,Manganese transport system membrane protein MntB,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4066,1.0
group_1627,hypothetical protein,18,10,1,2,0.6428571428571429,0.6666666666666666,3.6,0.5434927697441604,No,4067,1.0
group_2500,hypothetical protein,22,6,2,1,0.7857142857142857,0.3333333333333333,1.8333333333333333,0.54972191323693,No,4068,1.0
group_2737,hypothetical protein,22,6,2,1,0.7857142857142857,0.3333333333333333,1.8333333333333333,0.54972191323693,No,4069,1.0
group_3265,hypothetical protein,22,6,2,1,0.7857142857142857,0.3333333333333333,1.8333333333333333,0.54972191323693,No,4070,1.0
group_4447,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4071,1.0
group_3266,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4072,1.0
group_3499,IS3 family transposase ISEcl1;hypothetical protein;IS3 family transposase IS2;IS3 family transposase ISEae2,20,8,3,0,0.7142857142857143,0.0,0.0,0.5497219132369301,No,4073,1.0
lutC_2,Lactate utilization protein C,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4074,1.0
group_802,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4075,1.0
group_943,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4076,1.0
group_547,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4077,1.0
group_4301,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4078,1.0
group_4298,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4079,1.0
group_4297,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4080,1.0
group_4296,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4081,1.0
group_4295,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4082,1.0
group_4294,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4083,1.0
group_4290,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4084,1.0
group_3429,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4085,1.0
group_3267,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4086,1.0
bcsA_2,Cellulose synthase catalytic subunit [UDP-forming],8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4087,1.0
bcsC_2,Cellulose synthase operon protein C,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4088,1.0
bcsB_2,Cyclic di-GMP-binding protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4089,1.0
group_4439,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4090,1.0
group_4438,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4091,1.0
group_4304,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4092,1.0
group_4303,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4093,1.0
group_4451,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4094,1.0
group_4450,IS21 family transposase IS100,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4095,1.0
dosC_2,Diguanylate cyclase DosC,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4096,1.0
pdeG_2,putative cyclic di-GMP phosphodiesterase PdeG,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4097,1.0
group_4449,putative zinc-type alcohol dehydrogenase-like protein YjmD,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4098,1.0
lldR_3,Putative L-lactate dehydrogenase operon regulatory protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4099,1.0
group_2549,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4100,1.0
lutA_2,Lactate utilization protein A,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4101,1.0
group_619,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4102,1.0
group_608,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4103,1.0
group_4457,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4104,1.0
group_4452,IS21 family transposase IS100kyp,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4105,1.0
group_2026,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4106,1.0
group_1905,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4107,1.0
group_1781,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4108,1.0
group_1505,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4109,1.0
group_1185,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4110,1.0
group_1150,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4111,1.0
group_1078,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4112,1.0
group_1070,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4113,1.0
group_2754,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4114,1.0
group_4448,Hexuronate transporter,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4115,1.0
group_2537,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4116,1.0
group_2535,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4117,1.0
group_2529,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4118,1.0
group_2528,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4119,1.0
oppA_2,Periplasmic oligopeptide-binding protein OppA,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4120,1.0
group_2087,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4121,1.0
group_3164,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4122,1.0
group_3113,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4123,1.0
group_3112,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4124,1.0
group_3007,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4125,1.0
sacA_2_sacA,Sucrose-6-phosphate hydrolase,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4126,1.0
group_2761,Type I restriction enzyme EcoR124I/EcoR124II specificity subunit,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4127,1.0
group_2756,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4128,1.0
group_672,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4129,1.0
hsdM,Type I restriction enzyme HindI methylase subunit,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4130,1.0
lutP,L-lactate permease,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4131,1.0
lutB_2,Lactate utilization protein B,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4132,1.0
group_222,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4133,1.0
group_260,Sucrose permease,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4134,1.0
intS_3,Prophage integrase IntS,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4135,1.0
group_305,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4136,1.0
group_3389,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4137,1.0
group_3449,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4138,1.0
group_3695,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4139,1.0
group_10,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4140,1.0
group_19,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4141,1.0
group_27,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4142,1.0
clpP_1,ATP-dependent Clp protease proteolytic subunit,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4143,1.0
group_148,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4144,1.0
group_879,Tyrosine recombinase XerC,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4145,1.0
group_3038,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4146,1.0
group_3039,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4147,1.0
group_3048,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4148,1.0
group_3070,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4149,1.0
group_3271,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4150,1.0
group_2628,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4151,1.0
group_2690,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4152,1.0
group_2718,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4153,1.0
group_2942,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4154,1.0
group_2974,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4155,1.0
yehD_yehD_2,putative fimbrial-like protein YehD,20,8,3,0,0.7142857142857143,0.0,0.0,0.5497219132369301,No,4156,1.0
yehC_yehC_2,putative fimbrial chaperone YehC,20,8,3,0,0.7142857142857143,0.0,0.0,0.5497219132369301,No,4157,1.0
ydeO_3,HTH-type transcriptional regulator YdeO,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4158,1.0
rhtC_3,Threonine efflux protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4159,1.0
group_4460,IS66 family transposase ISSal1,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4160,1.0
group_4459,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4161,1.0
group_4458,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4162,1.0
group_590,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4163,1.0
group_607,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4164,1.0
group_1491,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4165,1.0
group_1492,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4166,1.0
group_1508,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4167,1.0
group_4605,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4168,1.0
group_4603,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4169,1.0
group_4565,Fumarate reductase iron-sulfur subunit,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4170,1.0
group_4483,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4171,1.0
group_4469,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4172,1.0
group_4466,IS3 family transposase ISEhe3,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4173,1.0
group_4465,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4174,1.0
group_1695,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4175,1.0
group_1964,hypothetical protein,6,22,1,2,0.21428571428571427,0.6666666666666666,0.5454545454545454,0.5497219132369301,No,4176,1.0
wclR,UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-13-galactosyltransferase,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4177,1.0
gtfA,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4178,1.0
group_352,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4179,1.0
group_411,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4180,1.0
group_412,UDP-glucose 4-epimerase,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4181,1.0
rbsR_2,Ribose operon repressor,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4182,1.0
group_530,hypothetical protein,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4183,1.0
group_535,ISAs1 family transposase ISEc1,8,20,0,3,0.2857142857142857,1.0,inf,0.5497219132369301,No,4184,1.0
pgtC,Phosphoglycerate transport regulatory protein PgtC,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4185,1.0
group_3917,hypothetical protein,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4186,1.0
ypjF_ykfI,Toxin YpjF;Toxin YkfI,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4187,1.0
group_2784,putative protein,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4188,1.0
group_3487,hypothetical protein,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4189,1.0
klcA_2_klcA_1,Antirestriction protein KlcA,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4190,1.0
group_3421,hypothetical protein,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4191,1.0
group_3411,hypothetical protein,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4192,1.0
yfjZ_yafW,Antitoxin YfjZ;Antitoxin YafW,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4193,1.0
hemR_1,Hemin receptor,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4194,1.0
pgtB,Phosphoglycerate transport system sensor protein PgtB,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4195,1.0
gnu,N-acetyl-alpha-D-glucosaminyl-diphospho-ditransoctacis-undecaprenol 4-epimerase,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4196,1.0
dctD_2,C4-dicarboxylate transport transcriptional regulatory protein DctD,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4197,1.0
group_2513,hypothetical protein,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4198,1.0
group_2092,hypothetical protein,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4199,1.0
pgtP,Phosphoglycerate transporter protein,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4200,1.0
group_3912,hypothetical protein,17,11,1,2,0.6071428571428571,0.6666666666666666,3.090909090909091,0.5575083426028922,No,4201,1.0
yeaX,Carnitine monooxygenase reductase subunit,12,16,2,1,0.42857142857142855,0.3333333333333333,0.375,0.5764182424916575,No,4202,1.0
ecfA1_2_ecfA1_1,Energy-coupling factor transporter ATP-binding protein EcfA1,12,16,2,1,0.42857142857142855,0.3333333333333333,0.375,0.5764182424916575,No,4203,1.0
yoeB,Toxin YoeB,12,16,2,1,0.42857142857142855,0.3333333333333333,0.375,0.5764182424916575,No,4204,1.0
ecfA1_1_ecfA1_2,Energy-coupling factor transporter ATP-binding protein EcfA1,12,16,2,1,0.42857142857142855,0.3333333333333333,0.375,0.5764182424916575,No,4205,1.0
group_2979,hypothetical protein,12,16,2,1,0.42857142857142855,0.3333333333333333,0.375,0.5764182424916575,No,4206,1.0
group_2883,hypothetical protein,12,16,2,1,0.42857142857142855,0.3333333333333333,0.375,0.5764182424916575,No,4207,1.0
yefM,Antitoxin YefM,12,16,2,1,0.42857142857142855,0.3333333333333333,0.375,0.5764182424916575,No,4208,1.0
group_3473,hypothetical protein,16,12,1,2,0.5714285714285714,0.6666666666666666,2.6666666666666665,0.5764182424916575,No,4209,1.0
ygfF,putative oxidoreductase YgfF,16,12,1,2,0.5714285714285714,0.6666666666666666,2.6666666666666665,0.5764182424916575,No,4210,1.0
group_2511,hypothetical protein,16,12,1,2,0.5714285714285714,0.6666666666666666,2.6666666666666665,0.5764182424916575,No,4211,1.0
group_931,hypothetical protein,12,16,2,1,0.42857142857142855,0.3333333333333333,0.375,0.5764182424916575,No,4212,1.0
group_3915,IS256 family transposase ISSod4,16,12,1,2,0.5714285714285714,0.6666666666666666,2.6666666666666665,0.5764182424916575,No,4213,1.0
ireA,TonB-dependent siderophore receptor IreA,16,12,1,2,0.5714285714285714,0.6666666666666666,2.6666666666666665,0.5764182424916575,No,4214,1.0
group_3075,hypothetical protein,16,12,1,2,0.5714285714285714,0.6666666666666666,2.6666666666666665,0.5764182424916575,No,4215,1.0
group_3130,hypothetical protein,16,12,1,2,0.5714285714285714,0.6666666666666666,2.6666666666666665,0.5764182424916575,No,4216,1.0
group_2472,hypothetical protein,16,12,1,2,0.5714285714285714,0.6666666666666666,2.6666666666666665,0.5764182424916575,No,4217,1.0
group_2498,hypothetical protein,16,12,1,2,0.5714285714285714,0.6666666666666666,2.6666666666666665,0.5764182424916575,No,4218,1.0
klcA_1_klcA_3,Antirestriction protein KlcA,16,12,1,2,0.5714285714285714,0.6666666666666666,2.6666666666666665,0.5764182424916575,No,4219,1.0
group_2494,hypothetical protein,15,13,1,2,0.5357142857142857,0.6666666666666666,2.3076923076923075,0.599555061179088,No,4220,1.0
